fish,stage,day,mean_y,median_y,std_y,mean_μ_μ_y,median_μ_μ_y,mean_μ_μ_hdi_3,median_μ_μ_hdi_3,mean_μ_μ_hdi_97,median_μ_μ_hdi_97,mean_σ_μ_y,median_σ_μ_y,mean_σ_μ_hdi_3,median_σ_μ_hdi_3,mean_σ_μ_hdi_97,median_σ_μ_hdi_97,mean_ppc_y,median_ppc_y,mean_ppc_hdi_3,median_ppc_hdi_3,mean_ppc_hdi_97,median_ppc_hdi_97,plotday,μ_hdi_3_gamma_medians,μ_hdi_97_gamma_medians,μ_hdi_3_gamma_means,μ_hdi_97_gamma_means,y_gamma_means,y_gamma_medians
9,ReRotation,12.0,3.2893551786666664,2.5874953205,1.76557470032505,2.738,2.738,2.298,2.298,3.154,3.154,1.7510000000000001,1.751,1.345,1.345,2.166,2.166,3.5756666666666668,3.583,0.73,0.725,6.849166666666666,6.858,61,2.714113816017521,3.8950241963983743,2.714113816017521,3.8950241963983743,3.8045956398041207,3.189201630609049
9,ReRotation,13.0,2.7725055259999998,2.4923506480000004,0.5975982088000903,2.701,2.701,2.257,2.257,3.1519999999999997,3.152,1.6819999999999997,1.682,1.253,1.253,2.136,2.136,3.497666666666667,3.4965,0.7066666666666667,0.7015,6.620833333333334,6.62,62,2.631192516521737,3.876929709629335,2.631192516521737,3.876929709629335,2.854826519497927,2.5830786232904517
9,ReRotation,14.0,3.0355945111666665,2.4442565910000003,1.0931157845692467,2.669,2.669,2.205,2.205,3.139,3.139,1.623,1.623,1.146,1.146,2.095,2.095,3.449,3.4379999999999997,0.7621666666666668,0.7915000000000001,6.545333333333333,6.528499999999999,63,2.532013008976434,3.8434625317135063,2.532013008976434,3.8434625317135063,3.27145404187335,2.723882092929964
9,ReRotation,15.0,2.280374049,2.276555568,0.05895120720489863,2.641,2.641,2.152,2.152,3.121,3.121,1.571,1.571,1.066,1.066,2.071,2.071,3.391666666666667,3.3985000000000003,0.7906666666666666,0.816,6.453833333333333,6.420999999999999,64,2.445984804344915,3.8149405918412547,2.445984804344915,3.8149405918412547,2.2813893777820793,2.277572597589492
9,ReWashout,1.0,2.7991341561666663,2.4483081635,0.7345584605105594,2.651,2.651,2.234,2.234,3.077,3.077,1.035,1.035,0.7600000000000001,0.76,1.3,1.3,3.016166666666667,3.018,1.1445,1.138,4.999333333333333,4.9864999999999995,65,2.390475359687415,3.3954503316244664,2.3904753596874153,3.3954503316244664,2.9200591815609527,2.584276325038194
9,ReWashout,2.0,2.6913021838333333,2.597975013,0.34916222892038706,2.626,2.626,2.289,2.289,2.9569999999999994,2.957,0.9979999999999999,0.998,0.777,0.777,1.242,1.242,2.9659999999999997,2.9705000000000004,1.2213333333333334,1.2405,4.901166666666667,4.926500000000001,66,2.448682987931547,3.259870075489087,2.448682987931547,3.2598700754890837,2.721024290349692,2.6287298821299414
9,ReWashout,3.0,2.515599813666667,2.3743093205,0.37069966998898096,2.607,2.607,2.343,2.343,2.8929999999999993,2.893,0.973,0.973,0.767,0.767,1.194,1.194,2.938,2.9345,1.1883333333333332,1.1684999999999999,4.7443333333333335,4.743,67,2.4959153317737948,3.180235561712747,2.4959153317737948,3.1802355617127467,2.5512813771821397,2.412022953910504
9,ReWashout,4.0,3.200392685,3.0042970655000003,1.0815682512033946,2.59,2.59,2.358,2.358,2.831,2.831,0.952,0.952,0.762,0.762,1.163,1.163,2.906333333333333,2.908,1.1995,1.2160000000000002,4.683666666666666,4.6690000000000005,68,2.5082728105262206,3.1097689498255536,2.5082728105262206,3.1097689498255536,3.421849313624112,3.2376161357053466
9,ReWashout,5.0,3.1188836471666668,3.125905616,0.8249806626646986,2.575,2.575,2.367,2.367,2.802,2.802,0.9330000000000002,0.933,0.745,0.745,1.128,1.128,2.8851666666666667,2.8835,1.2401666666666666,1.262,4.638333333333333,4.638,69,2.5106726360924556,3.0681289189022114,2.5106726360924556,3.0681289189022114,3.2556534341896244,3.262402693414453
9,ReWashout,6.0,2.8129750123333337,2.510608654,0.9139674979815416,2.562,2.562,2.347,2.347,2.779,2.779,0.916,0.916,0.75,0.75,1.117,1.117,2.857333333333333,2.8594999999999997,1.2448333333333335,1.2415,4.621666666666667,4.586,70,2.493512135391562,3.042211557502087,2.493512135391562,3.042211557502087,2.9940432395275067,2.7095724694876284
9,ReWashout,7.0,2.7677536831666667,2.429305683,0.9491818658626143,2.55,2.55,2.324,2.324,2.78,2.78,0.9010000000000001,0.901,0.7319999999999999,0.732,1.087,1.087,2.8401666666666667,2.843,1.2515,1.2565,4.5545,4.5365,71,2.4652532557414273,3.0306229863017293,2.4652532557414286,3.0306229863017293,2.96448897146771,2.648025814064162
9,ReWashout,8.0,2.5079479985,2.3331663715,0.40571241446287926,2.539,2.539,2.292,2.292,2.795,2.795,0.887,0.887,0.715,0.715,1.063,1.063,2.8165,2.8195,1.2486666666666666,1.2355,4.5215000000000005,4.52,72,2.4288454911261947,3.034731557425794,2.4288454911261947,3.034731557425794,2.5506458755864116,2.3788959361649336
9,ReWashout,9.0,2.417050944666667,2.3437141224999998,0.4015530940607818,2.529,2.529,2.249,2.249,2.802,2.802,0.874,0.874,0.719,0.719,1.064,1.064,2.7976666666666667,2.8,1.2348333333333332,1.2445,4.4585,4.4384999999999994,73,2.389508707416765,3.041656879637878,2.389508707416765,3.041656879637878,2.460395043892003,2.38834437756758
9,ReWashout,10.0,3.402395472666667,2.3015283625,2.7379449989073663,2.52,2.52,2.205,2.205,2.8190000000000004,2.819,0.862,0.862,0.6880000000000001,0.688,1.032,1.032,2.7928333333333337,2.794,1.246,1.2389999999999999,4.422833333333333,4.422499999999999,74,2.3367007614236077,3.044684255015218,2.336700761423609,3.0446842550152176,4.427562552178348,3.5327520076715633
10,Baseline,1.0,6.899899386166666,4.9674999035,5.037816343168933,4.686,4.686,2.278,2.278,7.249,7.249,12.58,12.58,9.044,9.044,16.416,16.416,15.001833333333332,15.028500000000001,0.02033333333333333,0.0165,37.8645,37.7805,1,7.751890089837185,16.247365574223014,7.751890089837185,16.247365574223014,8.686595726639565,7.083552713019056
10,Baseline,2.0,4.8932409605,5.3358758175,2.056815846170808,4.571,4.571,2.317,2.317,6.761,6.761,11.753,11.753,8.671,8.671,14.973999999999998,14.974,14.234499999999999,14.222000000000001,0.05766666666666667,0.055,35.81283333333334,35.559,2,7.522716555172937,14.927116877486442,7.522716555172937,14.927116877486442,5.395102437871984,5.804750419764955
10,Baseline,3.0,27.700571198333336,26.525202515,3.8410716783152528,4.465,4.465,2.431,2.431,6.466,6.466,10.998,10.998,8.301,8.301,13.698,13.698,13.394,13.375,0.024833333333333332,0.0125,33.7485,33.572,3,7.34759898017085,13.858025336435547,7.34759898017085,13.858025336435547,28.049265850343456,26.888767990459005
10,Baseline,4.0,8.864452813833333,7.76969557,4.778005677769046,4.369,4.369,2.575,2.575,6.233,6.233,10.308,10.308,7.982,7.982,12.653,12.653,12.834000000000001,12.8025,0.07566666666666667,0.045,31.653666666666666,31.5825,4,7.2293255949470385,12.98968890551118,7.2293255949470385,12.98968890551118,10.262832342674946,9.29616579827762
10,Baseline,5.0,6.787733375999999,3.0788605505,6.312842033401537,4.281,4.281,2.65,2.65,5.986,5.986,9.678,9.678,7.66,7.66,11.707,11.707,12.084333333333333,12.084,0.0805,0.0865,29.868666666666666,30.0435,5,7.062296498295224,12.178241077486826,7.062296498295224,12.178241077486826,9.333498376482373,6.458347016116358
10,Baseline,6.0,7.703710090333334,3.1669405719999997,7.481348751870979,4.2,4.2,2.625,2.625,5.681,5.681,9.101,9.101,7.328,7.328,10.842,10.842,11.457666666666666,11.4495,0.10733333333333334,0.0905,27.932833333333335,27.91,6,6.8191230344386025,11.378945770110063,6.8191230344386025,11.378945770110063,10.783732522844067,7.306610411557403
10,Baseline,7.0,23.574256955,25.53125365,6.599931872918711,4.127,4.127,2.751,2.751,5.533,5.533,8.574,8.574,7.137,7.137,10.2,10.2,10.888166666666669,10.878,0.06533333333333334,0.063,26.281000000000002,26.3555,7,6.778299545106559,10.843629167250176,6.778299545106559,10.843629167250176,24.724604202982704,26.603295489637148
10,Baseline,8.0,12.647535381833334,10.2526988475,8.757283268765221,4.059,4.059,2.826,2.826,5.401,5.401,8.09,8.09,6.736999999999999,6.737,9.474,9.474,10.351166666666666,10.3735,0.1381666666666667,0.15000000000000002,24.601333333333333,24.531,8,6.561190583646253,10.26535371482584,6.561190583646252,10.26535371482584,15.658289015573096,13.63661453595158
10,Baseline,9.0,15.237292486500001,17.759666680000002,7.192971092558472,3.997,3.997,2.823,2.823,5.203,5.203,7.648,7.648,6.395,6.395,8.888,8.888,9.907833333333334,9.92,0.08983333333333333,0.0835,23.743333333333336,23.829500000000003,9,6.328651543620571,9.731508686114285,6.328651543620571,9.731508686114285,17.152783620944515,19.46479018077294
10,Baseline,10.0,15.358366478166667,18.13747257,7.448002674264369,3.9410000000000003,3.941,2.85,2.85,5.056,5.056,7.242,7.242,6.113,6.113,8.436,8.436,9.535,9.552,0.17566666666666667,0.1975,22.709833333333336,22.694000000000003,10,6.158685244836713,9.32429259228046,6.158685244836713,9.32429259228046,17.381155016727966,19.922178914900247
10,Baseline,11.0,9.210745703333332,9.9941734515,5.601609154596011,3.888,3.888,2.846,2.846,4.903,4.903,6.869,6.869,5.839000000000001,5.839,8.013,8.013,9.059166666666666,9.052,0.13933333333333334,0.14700000000000002,21.329166666666666,21.3005,11,5.97230362429208,8.931929703318252,5.972303624292082,8.931929703318252,10.987607081814197,11.677861733200054
10,Baseline,12.0,6.069842491,2.692614175,5.792590958371378,3.8409999999999997,3.841,2.891,2.891,4.834,4.834,6.527,6.527,5.513000000000001,5.513,7.585,7.585,8.737166666666667,8.7595,0.09899999999999999,0.106,20.536,20.696,12,5.787711386414219,8.599736239942038,5.787711386414219,8.599736239942038,8.434973066966268,5.830098281491234
10,Baseline,13.0,3.541844435666667,2.4328035745000003,1.9084734754650807,3.797,3.797,2.8639999999999994,2.864,4.702,4.702,6.213,6.213,5.253,5.253,7.236,7.236,8.4015,8.3975,0.15966666666666665,0.104,19.596666666666668,19.496499999999997,13,5.595158672331486,8.272260563957458,5.595158672331487,8.272260563957458,4.1002752922343095,3.137554755872526
10,Baseline,14.0,10.922247959499998,13.621540679999999,6.873127896606963,3.757,3.757,2.8570000000000007,2.857,4.633,4.633,5.924,5.924,4.95,4.95,6.895,6.895,8.1325,8.1295,0.2031666666666667,0.1935,18.772166666666667,18.7905,14,5.389501846950053,7.997980853041911,5.389501846950055,7.997980853041911,13.15047645814078,15.542212608895634
10,Baseline,15.0,10.809322613333334,11.429079354999999,4.895590837817817,3.7133333333333334,3.719,2.8386666666666667,2.849,4.569500000000001,4.585,5.617333333333334,5.658,4.6805,4.716,6.619833333333333,6.654,7.744666666666667,7.781000000000001,0.14933333333333335,0.1315,17.878333333333334,18.047,15,5.229420006492047,7.805086819706136,5.198365783820774,7.771139028834655,12.073574016102402,12.641062260972454
10,Baseline,16.0,3.2562716425,2.72657784,1.1423615566694736,3.6798333333333333,3.685,2.7899999999999996,2.787,4.4925,4.492,5.376333333333332,5.414,4.456666666666667,4.503,6.4045,6.449,7.499333333333333,7.551,0.21133333333333335,0.1795,17.119833333333332,17.3275,16,5.043166408195516,7.601424881966119,5.015058207415878,7.573024014271073,3.4975336075820973,3.0046133903523446
10,Baseline,17.0,5.899928308166667,3.765062447,5.110616425824467,3.6491666666666664,3.654,2.801,2.805,4.487666666666667,4.495,5.1535,5.188,4.198833333333333,4.225,6.159833333333334,6.182,7.3105,7.306,0.19766666666666666,0.1925,16.570666666666664,16.618000000000002,17,4.8751296163735605,7.431412930172984,4.855073872013594,7.411515112708116,7.8890462726799235,6.1812347645451755
10,Baseline,18.0,5.642460392166666,4.296545332499999,3.452271980911797,3.6205,3.625,2.7741666666666664,2.781,4.444166666666667,4.451,4.949166666666667,4.981,4.031666666666666,4.068,6.017333333333333,6.049,7.099833333333334,7.121,0.2025,0.2055,16.026666666666667,16.0745,18,4.754905456583744,7.31205672549157,4.726147412473803,7.286454494711844,6.741798242315129,5.58812660394871
10,Baseline,19.0,4.709230181166666,3.8769078885,2.417181781777488,3.594,3.598,2.7303333333333337,2.74,4.4005,4.41,4.760666666666666,4.79,3.8196666666666665,3.85,5.833666666666667,5.859,6.879166666666666,6.906000000000001,0.2145,0.20350000000000001,15.470666666666666,15.661,19,4.582565893859691,7.158554030383565,4.555591756534294,7.134991692984368,5.3929483076692675,4.655961941148427
10,Baseline,20.0,8.0158627315,6.098638736,5.879858248706153,3.5701666666666667,3.574,2.6748333333333334,2.682,4.349166666666666,4.353,4.586833333333334,4.614,3.639666666666667,3.668,5.6819999999999995,5.707,6.767833333333333,6.768000000000001,0.19783333333333333,0.195,15.228499999999999,15.1395,20,4.420815427466353,7.017217966231439,4.3970888497112695,6.9982709541314,10.106773847177788,8.51108018808345
10,Baseline,21.0,8.748907016166667,7.5673750035000005,6.246713731192551,3.5475,3.551,2.640833333333333,2.639,4.335500000000001,4.33,4.425999999999999,4.451,3.468166666666667,3.498,5.5343333333333335,5.557,6.525833333333334,6.5545,0.23233333333333336,0.214,14.502,14.665,21,4.278581989543196,6.903633905597296,4.260908000243165,6.893464066542715,10.9358103175311,9.93841663177334
10,Baseline,22.0,3.8409863671666664,3.1445656570000002,1.5821276265395783,3.526833333333333,3.53,2.650333333333333,2.65,4.3665,4.363,4.278,4.301,3.2936666666666667,3.319,5.4014999999999995,5.421,6.442333333333333,6.45,0.3838333333333333,0.3525,14.382166666666668,14.403,22,4.172958007005529,6.842843862162658,4.157139567805003,6.833211814301978,4.221008228915752,3.5857819382705083
10,Baseline,23.0,7.499839542166666,4.007733979999999,6.961173335043518,3.5080000000000005,3.511,2.64,2.652,4.375166666666667,4.384,4.141666666666667,4.163,3.137333333333333,3.167,5.2828333333333335,5.304,6.300999999999999,6.3225,0.31283333333333335,0.3035,13.875333333333332,13.903500000000001,23,4.078352195870083,6.785209584729629,4.050236217140323,6.764920187419234,10.304322757405751,7.571772472118472
10,Baseline,24.0,5.526581122,4.6481598774999995,3.3096129667294885,3.4901666666666666,3.493,2.578666666666667,2.58,4.333166666666667,4.331,4.015333333333333,4.035,2.9638333333333335,2.989,5.160166666666666,5.177,6.136500000000001,6.1525,0.27233333333333337,0.28500000000000003,13.508666666666665,13.486,24,3.909779626917309,6.663505792261724,3.8929577030167146,6.654599635923494,6.565975725492083,5.804943436095463
10,Baseline,25.0,3.5734436262000004,2.495118704,1.8311318507379128,3.476,3.476,2.572,2.572,4.344,4.344,3.9170000000000003,3.917,2.838,2.838,5.076,5.076,6.050199999999999,6.034,0.304,0.321,13.219800000000001,13.26,25,3.8091677719965387,6.61018464486008,3.8091677719965387,6.61018464486008,4.090781274925142,3.14646204514654
10,Rotation,1.0,7.5774152768333325,6.987838608500001,3.1680648611512923,6.486999999999999,6.487,4.301,4.301,8.715,8.715,6.535999999999999,6.536,4.486,4.486,8.835,8.835,10.5555,10.5755,0.693,0.7225,22.653166666666664,22.6315,26,6.209218214160296,12.42535528692925,6.209218214160296,12.42535528692925,8.34722777800117,7.806595590702341
10,Rotation,2.0,8.416903079666666,8.258276409,2.374357551976574,6.074000000000001,6.074,4.286,4.286,7.866,7.866,6.009,6.009,4.419,4.419,7.912,7.912,9.748166666666666,9.73,0.7719999999999999,0.825,20.815833333333334,20.816000000000003,27,6.156030535237835,11.176852706508981,6.156030535237835,11.176852706508981,8.833501790285363,8.681850243523556
10,Rotation,3.0,13.686759402666667,12.57846698,6.4959627909555495,5.72,5.72,4.292,4.292,7.219,7.219,5.5569999999999995,5.557,4.255,4.255,7.135000000000001,7.135,9.143166666666668,9.134,0.6956666666666668,0.6765,19.185666666666666,19.149500000000003,28,6.060705352737965,10.18066948207622,6.060705352737965,10.180669482076226,15.423496903883862,14.423839533196404
10,Rotation,4.0,9.742520625833334,10.541174762499999,5.140882287981312,5.416,5.416,4.193,4.193,6.671,6.671,5.166,5.166,4.04,4.04,6.421,6.421,8.525833333333333,8.512,0.6976666666666667,0.6435,18.004833333333334,18.109,29,5.850066818932211,9.303393162921859,5.850066818932211,9.303393162921859,11.225123332326532,11.94310543837214
10,Rotation,5.0,6.326108320666667,5.0399684655,4.9263280023403215,5.153,5.153,4.1,4.1,6.267,6.267,4.828,4.828,3.8089999999999997,3.809,5.824000000000001,5.824,8.041166666666667,8.01,0.6890000000000001,0.7035,16.884333333333334,16.829,30,5.635233246057221,8.61474109764262,5.635233246057222,8.61474109764262,8.137931304441397,7.074285049191955
10,Rotation,6.0,9.345829951166666,7.9350611835,7.298621669386796,4.924,4.924,3.9279999999999995,3.928,5.844,5.844,4.534,4.534,3.639,3.639,5.398,5.398,7.647666666666667,7.6274999999999995,0.7795,0.804,15.959166666666667,15.9815,31,5.392714865444081,8.013578933452646,5.392714865444078,8.013578933452646,12.034359703510969,10.862494576487716
10,Rotation,7.0,8.1042569635,8.383139851,4.498236584540975,4.726,4.726,3.8729999999999998,3.873,5.608,5.608,4.277,4.277,3.491,3.491,5.073,5.073,7.2668333333333335,7.284,0.7283333333333334,0.7364999999999999,15.105333333333334,15.122499999999999,32,5.259299136749965,7.626107115007293,5.2592991367499655,7.626107115007293,9.447408443011094,9.69555032027051
10,Rotation,8.0,5.912875697833333,5.4183942905,2.8463395247220302,4.552,4.552,3.762,3.762,5.394000000000001,5.394,4.053,4.053,3.378,3.378,4.871,4.871,6.9510000000000005,6.98,0.6053333333333334,0.599,14.378833333333333,14.350999999999999,33,5.100872117828274,7.330088984690139,5.100872117828274,7.330088984690143,6.681769545502482,6.2366975310238955
10,Rotation,9.0,8.6484516055,7.9047566125,6.040041836830432,4.4,4.4,3.6360000000000006,3.636,5.204,5.204,3.856,3.856,3.1620000000000004,3.162,4.607,4.607,6.6495,6.6335,0.7728333333333334,0.81,13.756833333333333,13.8095,34,4.869173713627601,7.017046028986318,4.869173713627601,7.017046028986318,10.73567153675722,10.102912668564985
10,Rotation,10.0,5.399725453499999,5.070047057,2.8692299496185774,4.266,4.266,3.4979999999999998,3.498,5.039,5.039,3.683,3.683,2.9659999999999997,2.966,4.43,4.43,6.406333333333333,6.4254999999999995,0.7011666666666666,0.6855,13.265,13.129999999999999,35,4.639752858312121,6.776270604970598,4.63975285831212,6.776270604970598,6.231215010323652,5.938072202671472
10,Rotation,11.0,4.798008756166667,4.170780144,3.071658253119507,4.149,4.149,3.3639999999999994,3.364,4.912,4.912,3.531,3.531,2.779,2.779,4.28,4.28,6.172833333333333,6.183999999999999,0.789,0.7625,12.722999999999999,12.788,36,4.419234448779363,6.5828542419656575,4.4192344487793624,6.5828542419656575,5.804651910823201,5.265591134422791
10,Rotation,12.0,5.3415162875,4.5068327235,2.5880944372663985,4.045,4.045,3.251,3.251,4.814,4.814,3.3959999999999995,3.396,2.613,2.613,4.151,4.151,6.030166666666666,6.016,0.7518333333333334,0.6975,12.373166666666668,12.3735,37,4.228754982809027,6.4258493778611045,4.228754982809027,6.4258493778611045,6.043966488180563,5.297504105565315
10,Rotation,13.0,4.090535125166666,2.9484388089999998,2.742683286954049,3.953,3.953,3.158,3.158,4.754,4.754,3.2769999999999997,3.277,2.501,2.501,4.111,4.111,5.801666666666667,5.811999999999999,0.7635000000000001,0.8125,11.943,11.9215,38,4.086366675391582,6.352661280970193,4.086366675391582,6.352661280970193,5.015381432043151,4.054577484446591
10,Rotation,14.0,6.220784549666667,5.003157965,3.4071701652426887,3.872,3.872,3.078,3.078,4.718,4.718,3.171,3.171,2.322,2.322,3.994,3.994,5.669833333333333,5.6754999999999995,0.757,0.74,11.542833333333334,11.495999999999999,39,3.9169975785875772,6.254187348208154,3.9169975785875772,6.254187348208154,7.228973781824187,6.162940009211258
10,Rotation,15.0,4.7062370415,2.802191198,3.1821427831434494,3.7999999999999994,3.8,2.9339999999999997,2.934,4.615,4.615,3.077,3.077,2.23,2.23,3.9659999999999997,3.966,5.561333333333334,5.5535,0.548,0.5545,11.270000000000001,11.2415,40,3.743155060342687,6.152342114231522,3.743155060342688,6.152342114231522,5.784757158029878,4.206262507915938
10,Washout,1.0,5.551936627333333,4.945136172,3.388812648591749,3.228,3.228,1.632,1.632,5.075,5.075,3.0020000000000002,3.002,1.668,1.668,5.174,5.174,5.055499999999999,5.0329999999999995,0.33499999999999996,0.307,11.028666666666666,11.030999999999999,41,2.335088009569551,7.253455150639785,2.335088009569551,7.253455150639785,6.629416712053705,6.103020913387372
10,Washout,2.0,3.8224042603333337,2.8121284355,2.0127759223388892,3.022,3.022,2.217,2.217,3.847,3.847,2.324,2.324,1.64,1.64,3.078,3.078,4.303333333333334,4.295999999999999,0.5858333333333333,0.59,8.679166666666667,8.7045,42,2.8030165267472515,4.995922153877261,2.8030165267472515,4.995922153877261,4.402033502914734,3.5177860059721686
10,Washout,3.0,3.7879001003333332,2.6386959425,2.1108144233235877,2.955,2.955,2.372,2.372,3.565,3.565,2.071,2.071,1.476,1.476,2.646,2.646,4.0584999999999996,4.038,0.6785,0.7024999999999999,7.9665,7.9755,43,2.847119380548465,4.51229316016954,2.847119380548465,4.51229316016954,4.419874926873668,3.426513407080113
10,Washout,4.0,3.24229763,2.4998692835,1.3560596774902622,2.923,2.923,2.444,2.444,3.435,3.435,1.929,1.929,1.3869999999999998,1.387,2.428,2.428,3.895,3.9015,0.7185,0.7144999999999999,7.4965,7.52,44,2.8644002432586735,4.280007046117546,2.864400243258673,4.280007046117546,3.571898252782647,2.898489899171818
10,Washout,5.0,3.7619220930000004,3.161861761,1.7149594567604556,2.905,2.905,2.472,2.472,3.375,3.375,1.832,1.832,1.357,1.357,2.308,2.308,3.8078333333333334,3.805,0.7014999999999999,0.685,7.245833333333334,7.218,45,2.8741600464534547,4.162605590451697,2.8741600464534547,4.162605590451697,4.206965723927089,3.6659425253723157
10,Washout,6.0,2.3796753373333335,2.3561907785000002,0.08099144758211102,2.8929999999999993,2.893,2.459,2.459,3.337,3.337,1.76,1.76,1.315,1.315,2.205,2.205,3.737,3.7350000000000003,0.8095,0.813,7.024166666666666,7.0705,46,2.841770552516781,4.073930609493057,2.841770552516781,4.073930609493057,2.3815109541783865,2.358044649652401
10,Washout,7.0,2.860697125833333,2.4772966725,0.6887094225388477,2.885,2.885,2.442,2.442,3.329,3.329,1.702,1.702,1.284,1.284,2.124,2.124,3.671333333333333,3.6734999999999998,0.7988333333333334,0.788,6.807333333333333,6.8294999999999995,47,2.811380507324965,4.023601631140344,2.811380507324965,4.023601631140344,2.965642424681541,2.5966011259735433
10,Washout,8.0,4.8679209315,4.1972580945,2.9027293116020485,2.879,2.879,2.416,2.416,3.345,3.345,1.654,1.654,1.252,1.252,2.065,2.065,3.635666666666667,3.6390000000000002,0.8718333333333333,0.886,6.712666666666667,6.672000000000001,48,2.7725282209198645,4.0063595914073895,2.7725282209198645,4.0063595914073895,5.776996393003218,5.194500336999935
10,Washout,9.0,4.388082008333333,3.2894784565,2.5367023258071892,2.875,2.875,2.401,2.401,3.375,3.375,1.614,1.614,1.232,1.232,2.043,2.043,3.6093333333333333,3.6115000000000004,0.9181666666666667,0.9359999999999999,6.639166666666667,6.668,49,2.749400713751604,4.021104380794746,2.749400713751604,4.021104380794746,5.166483661399344,4.217401665991744
10,Washout,10.0,3.0686695705000004,2.4079069695,1.1767147100888329,2.872,2.872,2.367,2.367,3.391,3.391,1.58,1.58,1.199,1.199,2.017,2.017,3.5879999999999996,3.5895,0.9233333333333333,0.9075,6.626333333333334,6.609999999999999,50,2.702986672057895,4.021654283299023,2.702986672057895,4.021654283299023,3.33579837180379,2.7292720359759146
10,ReRotation,1.0,4.970201800166667,5.114716255,1.225249140038166,5.115,5.115,4.024,4.024,6.053999999999999,6.054,2.721,2.721,2.035,2.035,3.673,3.673,6.331666666666667,6.3205,1.5488333333333333,1.5455,11.544333333333334,11.498999999999999,51,4.593586019146167,7.217297928626266,4.593586019146167,7.217297928626266,5.160936005516607,5.300580968977396
10,ReRotation,2.0,6.222080303166667,6.432073941500001,1.68108381633963,4.883,4.883,4.023,4.023,5.683,5.683,2.573,2.573,1.933,1.933,3.28,3.28,6.0155,6.0120000000000005,1.6575,1.6280000000000001,10.928333333333335,10.961,52,4.5444639830997335,6.6884127560295115,4.5444639830997335,6.6884127560295115,6.506060800651746,6.707820717144407
10,ReRotation,3.0,4.625626636,4.5147834074999995,1.403210827450021,4.679,4.679,3.978,3.978,5.336000000000001,5.336,2.442,2.442,1.922,1.922,3.055,3.055,5.707999999999999,5.7005,1.6440000000000001,1.6075,10.346,10.305,53,4.498592063203522,6.267433544025029,4.498592063203522,6.267433544025031,4.887841125696271,4.782501442853757
10,ReRotation,4.0,6.7062905373333335,6.570200207,2.2010057196264663,4.496,4.496,3.8800000000000003,3.88,5.032,5.032,2.325,2.325,1.873,1.873,2.8319999999999994,2.832,5.512166666666666,5.509499999999999,1.6441666666666668,1.6564999999999999,10.080833333333333,10.1015,54,4.3869951562866305,5.885584139036695,4.386995156286632,5.885584139036695,7.1460499843495455,7.017581689957686
10,ReRotation,5.0,5.273991991,4.653132177,3.446125061418879,4.334,4.334,3.785,3.785,4.785,4.785,2.222,2.222,1.833,1.833,2.655,2.655,5.258666666666667,5.269,1.5458333333333334,1.584,9.452833333333333,9.4695,55,4.282323412226679,5.577588649396088,4.282323412226679,5.577588649396088,6.417805744611469,5.885348093532265
10,ReRotation,6.0,5.335126468333333,4.5011339965,2.768447303651506,4.188,4.188,3.721,3.721,4.622,4.622,2.13,2.13,1.7939999999999998,1.794,2.516,2.516,5.1075,5.1025,1.492,1.5265,9.0805,9.078,56,4.206169279099804,5.3633675512229075,4.206169279099803,5.3633675512229075,6.124234006363801,5.385686969378688
10,ReRotation,7.0,5.989384837666666,5.545096438,3.0372841320755275,4.058,4.058,3.65,3.65,4.495,4.495,2.047,2.047,1.7329999999999999,1.733,2.395,2.395,4.903833333333334,4.9055,1.3564999999999998,1.3675000000000002,8.661166666666666,8.6405,57,4.113456013993437,5.190371103967428,4.113456013993435,5.190371103967428,6.841171687426624,6.443874659163068
10,ReRotation,8.0,4.670012459166666,4.1926676055,2.1355667865868306,3.94,3.94,3.557,3.557,4.361,4.361,1.973,1.973,1.6689999999999998,1.669,2.304,2.304,4.759333333333333,4.759,1.4116666666666668,1.3780000000000001,8.3945,8.374,58,3.999481085041662,5.026025946849329,3.9994810850416616,5.026025946849329,5.22549371048161,4.7934546829485285
10,ReRotation,9.0,4.777512045999999,4.052730469,2.3767693107179184,3.834,3.834,3.436,3.436,4.24,4.24,1.906,1.906,1.599,1.599,2.223,2.223,4.6178333333333335,4.617,1.4215,1.4835,8.209833333333334,8.222999999999999,59,3.8573534962975926,4.878232252007059,3.8573534962975926,4.878232252007059,5.435013791108812,4.789018755648596
10,ReRotation,10.0,4.300232196166667,2.7590213950000004,2.6175421658047138,3.7389999999999994,3.739,3.321,3.321,4.127,4.127,1.846,1.846,1.515,1.515,2.148,2.148,4.482666666666667,4.495,1.3708333333333333,1.379,7.966833333333334,7.977,60,3.7143552719950907,4.740553210886775,3.7143552719950907,4.740553210886775,5.131004133026234,3.8247690967711736
10,ReRotation,11.0,4.6229981195,4.568530586,1.9055753425689899,3.6519999999999997,3.652,3.234,3.234,4.063,4.063,1.792,1.792,1.4750000000000003,1.475,2.132,2.132,4.3965,4.3945,1.3071666666666666,1.3005,7.820833333333333,7.7995,61,3.616909297500635,4.675466951814944,3.6169092975006363,4.675466951814944,5.080960159871809,5.030725182459412
